ZONEID,TIMESTAMP,VAR78,VAR79,VAR134,VAR157,VAR164,VAR165,VAR166,VAR167,VAR169,VAR175,VAR178,VAR228,POWER
3,20120401 01:00,0.003530884,0.024673462,92667.625,57.00315857,0.238146663,0.986233711,-3.133410454,293.9035645,2606438,1158284,2901861,0,0.799
3,20120401 02:00,0.027481887,0.140474021,92622.6875,64.96083069,0.561614573,2.68843174,-2.574872971,293.1965332,5352637,2341093,5980930,0.000773549,0.8175
3,20120401 03:00,0.032356262,0.136616945,92598.8125,66.79586792,0.661611915,2.884544373,-1.893668175,292.5925293,7714300,3531304,8822632,0.001671195,0.5715
3,20120401 04:00,0.031951904,0.097370148,92542.0625,65.17762756,0.941558957,3.175682068,-1.6398983,292.1748047,9619368,4740096,11178847,0.002083778,0.063775
3,20120401 05:00,0.048493598,0.163772583,92508,65.74427795,0.944683909,2.697337151,-1.880079269,291.5844727,11054009,6014412,13079958,0.002533913,0.1037
3,20120401 06:00,0.035927847,0.109870911,92516.6875,69.72169495,0.760051489,1.109003067,-2.157141685,290.9304199,11790807,7266127,14233063,0.002608776,0.054575
3,20120401 07:00,0.020776376,0.090019226,92539.0625,76.37783813,0.582350731,1.172278404,-1.815748215,289.8535156,12213663,8477945,14925342,0.002652645,0.12335
3,20120401 08:00,0.012645036,0.04763031,92547.3125,84.24664307,0.596352279,1.018503189,-1.424977303,287.8583984,12310074,9674511,15122039,0.002693176,0.027875
3,20120401 09:00,0.037684485,0.029418945,92612.3125,90.24661255,0.490281165,1.235286713,-1.177853584,285.8032227,12310074,10797860,15122039,0.002711296,0.000125
3,20120401 10:00,0.025690213,0.011390686,92644.75,92.21336365,0.359187603,0.301520348,-0.284934044,285.9343262,12310074,11945764,15122039,0.00272274,0
3,20120401 11:00,0.015488788,0.00214386,92670.875,95.06582642,0.126989126,0.83586216,-0.788606644,284.5427246,12310074,13041543,15122167,0.002725601,0
3,20120401 12:00,0,0,92653.5625,98.31025696,0,1.356128693,-0.303725243,283.9094238,12310074,14122645,15122167,0.002725601,0
3,20120401 13:00,0.00087738,0,92626.875,98.67408752,0.38949585,0.77102375,0.351888657,283.7978516,12310074,15179486,15122167,0.002725601,0
3,20120401 14:00,0.001831055,0,92588.125,99.25076294,0.665618897,-0.139635086,0.879676819,282.5222168,12310074,16231453,15122167,0.002725601,0
3,20120401 15:00,0.002990723,0,92571.875,99.73233032,0.745727539,-0.350470543,1.300692558,281.6879883,12310074,17286720,15122167,0.002725601,0
3,20120401 16:00,0.008956909,0,92563.0625,98.7205658,0.612854004,0.014811516,1.439965248,281.630127,12310074,18358240,15122167,0.002726078,0
3,20120401 17:00,0.029754639,0,92541.5,96.81401062,0.494537354,-0.012447357,1.428580284,282.5622559,12310074,19519600,15122167,0.002730846,0
3,20120401 18:00,0.049217224,0,92528.4375,96.37896729,0.570373535,-0.043327332,1.363690376,282.364502,12310074,20636736,15122167,0.00274086,0
3,20120401 19:00,0.049125671,0,92556.5625,96.66183472,0.594116211,-0.04220295,1.343142509,282.3286133,12310074,21767152,15122167,0.002754211,0
3,20120401 20:00,0.049636841,0,92570.3125,96.17845154,0.477081299,-0.226454735,1.388249397,281.9155273,12310074,22876032,15122167,0.002772808,0
3,20120401 21:00,0.05796814,0,92588.5,96.61695862,0.509460449,0.050171852,1.058846474,282.5476074,12382705,23921040,15253525,0.00279665,0.029
3,20120401 22:00,0.054645538,0,92605.9375,93.5401001,0.450866699,-0.037291527,0.371912003,285.5561523,12953014,25079440,16020154,0.002820015,0.249625
3,20120401 23:00,0.040546417,0,92595,78.7066803,0.607971191,-0.370661736,-0.354971886,287.9335938,14225384,26226432,17555696,0.00283289,0.2528
3,20120402 00:00,0.04183197,0,92554.375,68.17610168,0.786148071,0.168397903,-0.754458427,289.7402344,15948681,27452784,19592496,0.002846718,0.1542
3,20120402 01:00,0.089595795,0,92573.0625,72.44526672,0.735015869,0.837942123,-2.325688362,290.3027344,1306386,1308490,1839282,0.000141338,0.522925
3,20120402 02:00,0.066978455,0,92502.125,63.37132263,0.609970093,1.525101662,-2.441175461,291.5786133,3120950,2638581,4149018,0.000210881,0.74305
3,20120402 03:00,0.050376892,0,92431.875,56.71278381,0.626144409,1.654125214,-2.579784393,292.4353027,4869300,3941398,6392948,0.000230789,0.80345
3,20120402 04:00,0.038402557,0,92360.1875,50.7828064,0.501831055,1.682058334,-2.630581856,293.2746582,6697204,5235036,8664947,0.000240743,0.734025
3,20120402 05:00,0.026208878,0,92337.4375,47.99433899,0.41267395,1.522610664,-2.606218338,293.6428223,8293159,6511458,10612714,0.000240743,0.591475
3,20120402 06:00,0.011608124,0.000202179,92338.8125,46.46351624,0.626647949,1.77025032,-2.443477631,293.6293945,9603327,7773990,12190378,0.000241488,0.374025
